seal_sha256,draw,kind,pipeline,axis,t_name,is_identity,r_name,k,n_eff,n_raw,p_hat,cp_lcb,accepted,skipped_low_neff
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_track,non_rule_fact,bump_founder_experience,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_track,non_rule_fact,bump_founder_experience,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_track,non_rule_fact,bump_founder_experience,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_track,non_rule_fact,bump_founder_experience,0,R_sign_eq,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,identity,identity,1,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,identity,identity,1,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,identity,identity,1,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,identity,identity,1,R_sign_eq,497,500,500,0.994,0.9731,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_founders,0,R_eq_omega,372,372,500,1.0,0.9805,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_founders,0,R_up_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_founders,0,R_down_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_founders,0,R_sign_eq,370,372,500,0.9946,0.9688,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_risks,0,R_eq_omega,336,336,500,1.0,0.9784,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_risks,0,R_up_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_risks,0,R_down_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,order,permute_risks,0,R_sign_eq,335,336,500,0.997,0.9715,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,replace_description,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,replace_description,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,replace_description,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,replace_description,0,R_sign_eq,497,500,500,0.994,0.9731,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,blank_description,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,blank_description,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,blank_description,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,optional,blank_description,0,R_sign_eq,497,500,500,0.994,0.9731,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,add_risk_item,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,add_risk_item,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,add_risk_item,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,add_risk_item,0,R_sign_eq,497,500,500,0.994,0.9731,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,drop_risk_item,0,R_eq_omega,419,419,500,1.0,0.9826,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,drop_risk_item,0,R_up_omega,0,419,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,drop_risk_item,0,R_down_omega,0,419,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,drop_risk_item,0,R_sign_eq,416,419,500,0.9928,0.9679,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,bump_founder_experience,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,bump_founder_experience,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,bump_founder_experience,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_ruleblind,non_rule_fact,bump_founder_experience,0,R_sign_eq,497,500,500,0.994,0.9731,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,identity,identity,1,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,identity,identity,1,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,identity,identity,1,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,identity,identity,1,R_sign_eq,439,500,500,0.878,0.8245,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_founders,0,R_eq_omega,372,372,500,1.0,0.9805,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_founders,0,R_up_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_founders,0,R_down_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_founders,0,R_sign_eq,330,372,500,0.8871,0.8254,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_risks,0,R_eq_omega,336,336,500,1.0,0.9784,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_risks,0,R_up_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_risks,0,R_down_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,order,permute_risks,0,R_sign_eq,295,336,500,0.878,0.8109,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,replace_description,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,replace_description,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,replace_description,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,replace_description,0,R_sign_eq,439,500,500,0.878,0.8245,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,blank_description,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,blank_description,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,blank_description,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,optional,blank_description,0,R_sign_eq,439,500,500,0.878,0.8245,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,add_risk_item,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,add_risk_item,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,add_risk_item,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,add_risk_item,0,R_sign_eq,439,500,500,0.878,0.8245,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,drop_risk_item,0,R_eq_omega,419,419,500,1.0,0.9826,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,drop_risk_item,0,R_up_omega,0,419,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,drop_risk_item,0,R_down_omega,0,419,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,drop_risk_item,0,R_sign_eq,364,419,500,0.8687,0.8082,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,bump_founder_experience,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,bump_founder_experience,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,bump_founder_experience,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_constant,non_rule_fact,bump_founder_experience,0,R_sign_eq,439,500,500,0.878,0.8245,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,identity,identity,1,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,identity,identity,1,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,identity,identity,1,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,identity,identity,1,R_sign_eq,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_founders,0,R_eq_omega,372,372,500,1.0,0.9805,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_founders,0,R_up_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_founders,0,R_down_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_founders,0,R_sign_eq,372,372,500,1.0,0.9805,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_risks,0,R_eq_omega,336,336,500,1.0,0.9784,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_risks,0,R_up_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_risks,0,R_down_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,order,permute_risks,0,R_sign_eq,336,336,500,1.0,0.9784,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,replace_description,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,replace_description,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,replace_description,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,replace_description,0,R_sign_eq,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,blank_description,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,blank_description,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,blank_description,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,optional,blank_description,0,R_sign_eq,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,add_risk_item,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,add_risk_item,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,add_risk_item,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,add_risk_item,0,R_sign_eq,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,drop_risk_item,0,R_eq_omega,419,419,500,1.0,0.9826,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,drop_risk_item,0,R_up_omega,0,419,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,drop_risk_item,0,R_down_omega,0,419,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,drop_risk_item,0,R_sign_eq,419,419,500,1.0,0.9826,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,bump_founder_experience,0,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,bump_founder_experience,0,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,bump_founder_experience,0,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstatic,non_rule_fact,bump_founder_experience,0,R_sign_eq,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,identity,identity,1,R_eq_omega,500,500,500,1.0,0.9854,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,identity,identity,1,R_up_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,identity,identity,1,R_down_omega,0,500,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,identity,identity,1,R_sign_eq,462,500,500,0.924,0.8786,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_founders,0,R_eq_omega,372,372,500,1.0,0.9805,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_founders,0,R_up_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_founders,0,R_down_omega,0,372,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_founders,0,R_sign_eq,347,372,500,0.9328,0.8809,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_risks,0,R_eq_omega,336,336,500,1.0,0.9784,1,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_risks,0,R_up_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_risks,0,R_down_omega,0,336,500,0.0,0.0,0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,0,invariance,f_wrongstochastic,order,permute_risks,0,R_sign_eq,310,336,500,0.9226,0.8648,0,0
