seal_sha256,draw,pipeline,axis,t_name,is_borderline,expected_direction,n_eff_active,below_floor,correct_count,wrong_count,no_effect_count,correct_rate,wrong_rate,no_effect_rate,correct_lcb,wrong_ucb,no_effect_lcb,correct_high_accepted,wrong_low_accepted,naive_correct_count,naive_correct_rate,naive_correct_high_accepted
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,rule_threshold,weaken_team_threshold,0,UP,61,0,61,0,0,1.0,0.0,0.0,0.8866,0.1134,0.0,0,0,61,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,rule_threshold,strengthen_risk_threshold,0,DOWN,99,0,0,99,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,rule_threshold,weaken_risk_threshold,0,UP,107,0,0,107,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,rule_clause,add_strict_clause,0,DOWN,332,0,146,186,0,0.4398,0.5602,0.0,0.3527,0.6473,0.0,0,0,146,0.4398,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,rule_clause,remove_last_clause,0,UP,146,0,50,96,0,0.3425,0.6575,0.0,0.2231,0.7769,0.0,0,0,50,0.3425,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,rule_clause,add_passing_clause,1,UP,135,0,75,60,0,0.5556,0.4444,0.0,0.4143,0.5857,0.0,0,0,75,0.5556,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,case_fact,case_revenue_up,0,UP,108,0,108,0,0,1.0,0.0,0.0,0.9343,0.0657,0.0,1,1,108,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,case_fact,case_revenue_down,0,DOWN,108,0,108,0,0,1.0,0.0,0.0,0.9343,0.0657,0.0,1,1,108,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,case_fact,case_team_plus,0,UP,61,0,61,0,0,1.0,0.0,0.0,0.8866,0.1134,0.0,0,0,61,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,case_fact,case_team_minus,0,DOWN,66,0,66,0,0,1.0,0.0,0.0,0.8948,0.1052,0.0,0,0,66,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,case_fact,case_risk_up,0,DOWN,165,0,0,165,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstatic,case_fact,case_risk_down,0,UP,160,0,0,160,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_threshold,strengthen_revenue_threshold,0,DOWN,108,0,85,0,23,0.787,0.0,0.213,0.639,0.0657,0.1039,0,1,108,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_threshold,weaken_revenue_threshold,0,UP,108,0,87,0,21,0.8056,0.0,0.1944,0.6602,0.0657,0.0906,0,1,108,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_threshold,strengthen_team_threshold,0,DOWN,128,0,97,0,31,0.7578,0.0,0.2422,0.6197,0.0557,0.1337,0,1,128,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_threshold,weaken_team_threshold,0,UP,61,0,50,0,11,0.8197,0.0,0.1803,0.6207,0.1134,0.0575,0,0,61,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_threshold,strengthen_risk_threshold,0,DOWN,99,0,30,0,69,0.303,0.0,0.697,0.1681,0.0715,0.533,0,1,65,0.6566,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_threshold,weaken_risk_threshold,0,UP,107,0,20,0,87,0.1869,0.0,0.8131,0.085,0.0663,0.6682,0,1,78,0.729,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_clause,add_strict_clause,0,DOWN,332,0,86,0,246,0.259,0.0,0.741,0.1861,0.0219,0.6574,0,1,203,0.6114,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_clause,remove_last_clause,0,UP,146,0,20,17,109,0.137,0.1164,0.7466,0.0614,0.224,0.617,0,0,80,0.5479,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,rule_clause,add_passing_clause,1,UP,135,0,11,0,124,0.0815,0.0,0.9185,0.0251,0.0529,0.816,0,1,76,0.563,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,case_fact,case_revenue_up,0,UP,108,0,87,0,21,0.8056,0.0,0.1944,0.6602,0.0657,0.0906,0,1,108,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,case_fact,case_revenue_down,0,DOWN,108,0,85,0,23,0.787,0.0,0.213,0.639,0.0657,0.1039,0,1,108,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,case_fact,case_team_plus,0,UP,61,0,50,0,11,0.8197,0.0,0.1803,0.6207,0.1134,0.0575,0,0,61,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,case_fact,case_team_minus,0,DOWN,66,0,52,0,14,0.7879,0.0,0.2121,0.5927,0.1052,0.0802,0,0,66,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,case_fact,case_risk_up,0,DOWN,165,0,61,0,104,0.3697,0.0,0.6303,0.2537,0.0435,0.5027,0,1,116,0.703,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,1,f_wrongstochastic,case_fact,case_risk_down,0,UP,160,0,31,0,129,0.1938,0.0,0.8063,0.1056,0.0448,0.6899,0,1,124,0.775,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_threshold,strengthen_revenue_threshold,0,DOWN,116,0,116,0,0,1.0,0.0,0.0,0.9387,0.0613,0.0,1,1,116,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_threshold,weaken_revenue_threshold,0,UP,118,0,118,0,0,1.0,0.0,0.0,0.9397,0.0603,0.0,1,1,118,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_threshold,strengthen_team_threshold,0,DOWN,127,0,127,0,0,1.0,0.0,0.0,0.9438,0.0562,0.0,1,1,127,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_threshold,weaken_team_threshold,0,UP,70,0,70,0,0,1.0,0.0,0.0,0.9005,0.0995,0.0,1,1,70,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_threshold,strengthen_risk_threshold,0,DOWN,102,0,102,0,0,1.0,0.0,0.0,0.9306,0.0694,0.0,1,1,102,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_threshold,weaken_risk_threshold,0,UP,98,0,98,0,0,1.0,0.0,0.0,0.9278,0.0722,0.0,1,1,98,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_clause,add_strict_clause,0,DOWN,323,0,251,0,72,0.7771,0.0,0.2229,0.6953,0.0225,0.1537,0,1,323,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_clause,remove_last_clause,0,UP,130,0,130,0,0,1.0,0.0,0.0,0.9451,0.0549,0.0,1,1,130,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,rule_clause,add_passing_clause,1,UP,147,0,42,0,105,0.2857,0.0,0.7143,0.1754,0.0487,0.5826,0,1,147,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,case_fact,case_revenue_up,0,UP,118,0,118,0,0,1.0,0.0,0.0,0.9397,0.0603,0.0,1,1,118,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,case_fact,case_revenue_down,0,DOWN,116,0,116,0,0,1.0,0.0,0.0,0.9387,0.0613,0.0,1,1,116,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,case_fact,case_team_plus,0,UP,70,0,70,0,0,1.0,0.0,0.0,0.9005,0.0995,0.0,1,1,70,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,case_fact,case_team_minus,0,DOWN,66,0,66,0,0,1.0,0.0,0.0,0.8948,0.1052,0.0,0,0,66,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,case_fact,case_risk_up,0,DOWN,172,0,172,0,0,1.0,0.0,0.0,0.9582,0.0418,0.0,1,1,172,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_track,case_fact,case_risk_down,0,UP,153,0,153,0,0,1.0,0.0,0.0,0.9532,0.0468,0.0,1,1,153,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_threshold,strengthen_revenue_threshold,0,DOWN,116,0,0,0,116,0.0,0.0,1.0,0.0,0.0613,0.9387,0,1,8,0.069,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_threshold,weaken_revenue_threshold,0,UP,118,0,0,0,118,0.0,0.0,1.0,0.0,0.0603,0.9397,0,1,10,0.0847,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_threshold,strengthen_team_threshold,0,DOWN,127,0,0,0,127,0.0,0.0,1.0,0.0,0.0562,0.9438,0,1,12,0.0945,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_threshold,weaken_team_threshold,0,UP,70,0,0,0,70,0.0,0.0,1.0,0.0,0.0995,0.9005,0,1,3,0.0429,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_threshold,strengthen_risk_threshold,0,DOWN,102,0,0,0,102,0.0,0.0,1.0,0.0,0.0694,0.9306,0,1,5,0.049,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_threshold,weaken_risk_threshold,0,UP,98,0,0,0,98,0.0,0.0,1.0,0.0,0.0722,0.9278,0,1,6,0.0612,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_clause,add_strict_clause,0,DOWN,323,0,0,0,323,0.0,0.0,1.0,0.0,0.0225,0.9775,0,1,23,0.0712,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_clause,remove_last_clause,0,UP,130,0,0,0,130,0.0,0.0,1.0,0.0,0.0549,0.9451,0,1,10,0.0769,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,rule_clause,add_passing_clause,1,UP,147,0,0,0,147,0.0,0.0,1.0,0.0,0.0487,0.9513,0,1,16,0.1088,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,case_fact,case_revenue_up,0,UP,118,0,118,0,0,1.0,0.0,0.0,0.9397,0.0603,0.0,1,1,118,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,case_fact,case_revenue_down,0,DOWN,116,0,116,0,0,1.0,0.0,0.0,0.9387,0.0613,0.0,1,1,116,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,case_fact,case_team_plus,0,UP,70,0,0,0,70,0.0,0.0,1.0,0.0,0.0995,0.9005,0,1,62,0.8857,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,case_fact,case_team_minus,0,DOWN,66,0,2,0,64,0.0303,0.0,0.9697,0.0006,0.1052,0.8347,0,0,65,0.9848,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,case_fact,case_risk_up,0,DOWN,172,0,0,0,172,0.0,0.0,1.0,0.0,0.0418,0.9582,0,1,12,0.0698,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_ruleblind,case_fact,case_risk_down,0,UP,153,0,0,0,153,0.0,0.0,1.0,0.0,0.0468,0.9532,0,1,10,0.0654,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_threshold,strengthen_revenue_threshold,0,DOWN,116,0,0,0,116,0.0,0.0,1.0,0.0,0.0613,0.9387,0,1,13,0.1121,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_threshold,weaken_revenue_threshold,0,UP,118,0,0,0,118,0.0,0.0,1.0,0.0,0.0603,0.9397,0,1,9,0.0763,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_threshold,strengthen_team_threshold,0,DOWN,127,0,0,0,127,0.0,0.0,1.0,0.0,0.0562,0.9438,0,1,6,0.0472,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_threshold,weaken_team_threshold,0,UP,70,0,0,0,70,0.0,0.0,1.0,0.0,0.0995,0.9005,0,1,5,0.0714,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_threshold,strengthen_risk_threshold,0,DOWN,102,0,0,0,102,0.0,0.0,1.0,0.0,0.0694,0.9306,0,1,9,0.0882,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_threshold,weaken_risk_threshold,0,UP,98,0,0,0,98,0.0,0.0,1.0,0.0,0.0722,0.9278,0,1,8,0.0816,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_clause,add_strict_clause,0,DOWN,323,0,0,0,323,0.0,0.0,1.0,0.0,0.0225,0.9775,0,1,25,0.0774,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_clause,remove_last_clause,0,UP,130,0,0,0,130,0.0,0.0,1.0,0.0,0.0549,0.9451,0,1,10,0.0769,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,rule_clause,add_passing_clause,1,UP,147,0,0,0,147,0.0,0.0,1.0,0.0,0.0487,0.9513,0,1,11,0.0748,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,case_fact,case_revenue_up,0,UP,118,0,0,0,118,0.0,0.0,1.0,0.0,0.0603,0.9397,0,1,9,0.0763,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,case_fact,case_revenue_down,0,DOWN,116,0,0,0,116,0.0,0.0,1.0,0.0,0.0613,0.9387,0,1,13,0.1121,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,case_fact,case_team_plus,0,UP,70,0,0,0,70,0.0,0.0,1.0,0.0,0.0995,0.9005,0,1,5,0.0714,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,case_fact,case_team_minus,0,DOWN,66,0,0,0,66,0.0,0.0,1.0,0.0,0.1052,0.8948,0,0,2,0.0303,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,case_fact,case_risk_up,0,DOWN,172,0,0,0,172,0.0,0.0,1.0,0.0,0.0418,0.9582,0,1,17,0.0988,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_constant,case_fact,case_risk_down,0,UP,153,0,0,0,153,0.0,0.0,1.0,0.0,0.0468,0.9532,0,1,13,0.085,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_threshold,strengthen_revenue_threshold,0,DOWN,116,0,116,0,0,1.0,0.0,0.0,0.9387,0.0613,0.0,1,1,116,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_threshold,weaken_revenue_threshold,0,UP,118,0,118,0,0,1.0,0.0,0.0,0.9397,0.0603,0.0,1,1,118,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_threshold,strengthen_team_threshold,0,DOWN,127,0,127,0,0,1.0,0.0,0.0,0.9438,0.0562,0.0,1,1,127,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_threshold,weaken_team_threshold,0,UP,70,0,70,0,0,1.0,0.0,0.0,0.9005,0.0995,0.0,1,1,70,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_threshold,strengthen_risk_threshold,0,DOWN,102,0,0,102,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_threshold,weaken_risk_threshold,0,UP,98,0,0,98,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_clause,add_strict_clause,0,DOWN,323,0,130,193,0,0.4025,0.5975,0.0,0.3162,0.6838,0.0,0,0,130,0.4025,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_clause,remove_last_clause,0,UP,130,0,44,86,0,0.3385,0.6615,0.0,0.2131,0.7869,0.0,0,0,44,0.3385,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,rule_clause,add_passing_clause,1,UP,147,0,91,56,0,0.619,0.381,0.0,0.4834,0.5166,0.0,0,0,91,0.619,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,case_fact,case_revenue_up,0,UP,118,0,118,0,0,1.0,0.0,0.0,0.9397,0.0603,0.0,1,1,118,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,case_fact,case_revenue_down,0,DOWN,116,0,116,0,0,1.0,0.0,0.0,0.9387,0.0613,0.0,1,1,116,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,case_fact,case_team_plus,0,UP,70,0,70,0,0,1.0,0.0,0.0,0.9005,0.0995,0.0,1,1,70,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,case_fact,case_team_minus,0,DOWN,66,0,66,0,0,1.0,0.0,0.0,0.8948,0.1052,0.0,0,0,66,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,case_fact,case_risk_up,0,DOWN,172,0,0,172,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstatic,case_fact,case_risk_down,0,UP,153,0,0,153,0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0.0,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_threshold,strengthen_revenue_threshold,0,DOWN,116,0,92,0,24,0.7931,0.0,0.2069,0.6517,0.0613,0.1026,0,1,116,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_threshold,weaken_revenue_threshold,0,UP,118,0,95,0,23,0.8051,0.0,0.1949,0.6668,0.0603,0.0946,0,1,118,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_threshold,strengthen_team_threshold,0,DOWN,127,0,102,0,25,0.8031,0.0,0.1969,0.6702,0.0562,0.099,0,1,127,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_threshold,weaken_team_threshold,0,UP,70,0,58,0,12,0.8286,0.0,0.1714,0.6466,0.0995,0.0579,0,1,70,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_threshold,strengthen_risk_threshold,0,DOWN,102,0,34,0,68,0.3333,0.0,0.6667,0.1944,0.0694,0.5039,0,1,72,0.7059,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_threshold,weaken_risk_threshold,0,UP,98,0,24,0,74,0.2449,0.0,0.7551,0.1228,0.0722,0.5949,0,1,77,0.7857,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_clause,add_strict_clause,0,DOWN,323,0,77,0,246,0.2384,0.0,0.7616,0.1671,0.0225,0.6784,0,1,177,0.548,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_clause,remove_last_clause,0,UP,130,0,17,8,105,0.1308,0.0615,0.8077,0.0539,0.1591,0.6772,0,0,81,0.6231,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,rule_clause,add_passing_clause,1,UP,147,0,12,0,135,0.0816,0.0,0.9184,0.0268,0.0487,0.8211,0,1,83,0.5646,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,case_fact,case_revenue_up,0,UP,118,0,95,0,23,0.8051,0.0,0.1949,0.6668,0.0603,0.0946,0,1,118,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,case_fact,case_revenue_down,0,DOWN,116,0,92,0,24,0.7931,0.0,0.2069,0.6517,0.0613,0.1026,0,1,116,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,case_fact,case_team_plus,0,UP,70,0,58,0,12,0.8286,0.0,0.1714,0.6466,0.0995,0.0579,0,1,70,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,case_fact,case_team_minus,0,DOWN,66,0,53,0,13,0.803,0.0,0.197,0.6101,0.1052,0.0708,0,0,66,1.0,1
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,case_fact,case_risk_up,0,DOWN,172,0,60,0,112,0.3488,0.0,0.6512,0.2374,0.0418,0.5269,0,1,118,0.686,0
c533d2dccf8e1b94c4c8024eaf0f6c0d54acd8470b2a14626bc959e28ddf7875,2,f_wrongstochastic,case_fact,case_risk_down,0,UP,153,0,40,0,113,0.2614,0.0,0.7386,0.1573,0.0468,0.6115,0,1,124,0.8105,0
